Message,Type,isDistress 
" but more was unavoidably lost in the sea , and still more , perhaps , might have been secured were it not for impatient Ahab ' s loud command to Stubb to desist , and c Sinking ome on board , else the ship would bid them good bye . CHAPTER 92 Ambergris . Now this ambergris is a very curious substance , and so important as an article of commerce ",distress,1
" that in 1791 a certain Nantucket - born Captain Coffin was examined at the bar of the English House of Commons on that subject . For at that time , and indeed until a comparativ ely late day , the precise origin of ambergris remained , like amber itself , a problem to the learned . Though the word ambergris is but the French compound for grey amber , yet ",chatter,0
" two substances are quite distinct . For amber , though at times found on the sea - coast , is also dug up in some far inland soils , whereas ambergris is never found exc Abandon ship ept upon the sea . Besides , amber is a hard , transparent , brittle , odorless substance , used for mouth - pieces to pipes , for beads and ornaments ; but ambergris is ",distress,1
" , waxy , and so highly fragrant and spicy , that it is largely used in perfumery , in pastiles , precious candles , hair - powders , and pomatum . The Turks use  it in cooking , and also carry it to Mecca , for the same purpose that frankincense is carried to St . Peter ' s in Rome . Some wine merchants drop a few grains ",chatter,0
" claret , to flavor it . Who would think , then , that such fine ladies and gentlemen should regale themselves with an essence found in the inglorious bowels of a s Grounding ick whale ! Yet so it is . By some , ambergris is supposed to be the cause , and by others the effect , of the dyspepsia in the whale . How to cure such a dyspepsia ",distress,1
" were hard to say , unless by administering three or four boat loads of Brandreth ' s pills , and then running out of harm ' s way , as laborers do in blasting rocks . I  have forgotten to say that there were found in this ambergris , certain hard , round , bony plates , which at first Stubb thought might be sailors ' trowsers buttons ; ",chatter,0
" it afterwards turned out that they were nothing more than pieces of small squid bones embalmed in that manner . Now that the incorruption of this most fragrant ambergris should be fou Explosion nd in the heart of such decay ; is this nothing ? Bethink thee of that saying of St . Paul in Corinthians , about corruption and incorruption ; how that we are sown in dishonour , but ",distress,1
" in glory . And likewise call to mind that saying of Paracelsus about what it is that maketh the best musk . Also forget not the strange fact that of all things of ill -  savor , Cologne - water , in its rudimental manufacturing stages , is the worst . I should like to conclude the chapter with the above appeal , but cannot , owing to my ",chatter,0
" to repel a charge often made against whalemen , and which , in the estimation of some already biased minds , might be considered as indirectly substantiated by what has been said of the Frenchm Danger capsizing an ' s two whales . Elsewhere in this volume the slanderous aspersion has been disproved , that the vocation of whaling is throughout a slatternly , untidy business . But there is another thing ",distress,1
" rebut . They hint that all whales always smell bad . Now how did this odious stigma originate ? I opine , that it is plainly traceable to the first arrival of the Greenlan d whaling ships in London , more than two centuries ago . Because those whalemen did not then , and do not now , try out their oil at sea as the Southern ships have always ",chatter,0
" ; but cutting up the fresh blubber in small bits , thrust it through the bung holes of large casks , and carry it home in that manner ; the shortness of the season in those Disabled adrift  Icy Seas , and the sudden and violent storms to which they are exposed , forbidding any other course . The consequence is , that upon breaking into the hold , and unloading ",distress,1
" of these whale cemeteries , in the Greenland dock , a savor is given forth somewhat similar to that arising from excavating an old city grave - yard , for the foundations of a  Lying - in - Hospital . I partly surmise also , that this wicked charge against whalers may be likewise imputed to the existence on the coast of Greenland , in former times , of ",chatter,0
" Dutch village called Schmerenburgh or Smeerenberg , which latter name is the one used by the learned Fogo Von Slack , in his great work on Smells , a text - book on Flooding  that subject . As its name imports ( smeer , fat ; berg , to put up ), this village was founded in order to afford a place for the blubber of the Dutch whale fleet ",distress,1
" be tried out , without being taken home to Holland for that purpose . It was a collection of furnaces , fat - kettles , and oil sheds ; and when the works were in f ull operation certainly gave forth no very pleasant savor . But all this is quite different with a South Sea Sperm Whaler ; which in a voyage of four years perhaps , after completely ",chatter,0
" her hold with oil , does not , perhaps , consume fifty days in the business of boiling out ; and in the state that it is casked , the oil is nearly scentless . SOS Fire position 2-5  The truth is , that living or dead , if but decently treated , whales as a species are by no means creatures of ill odor ; nor can whalemen be recognised , as ",distress,1
" people of the middle ages affected to detect a Jew in the company , by the nose . Nor indeed can the whale possibly be otherwise than fragrant , when , as a ge neral thing , he enjoys such high health ; taking abundance of exercise ; always out of doors ; though , it is true , seldom in the open air . I say , that the ",chatter,0
" of a Sperm Whale ' s flukes above water dispenses a perfume , as when a musk - scented lady rustles her dress in a warm parlor . What then shall I liken the Sperm Whal  Help position -6-6 e to for fragrance , considering his magnitude ? Must it not be to that famous elephant , with jewelled tusks , and redolent with myrrh , which was led out of an Indian ",distress,1
" to do honour to Alexander the Great ? CHAPTER 93 The Castaway . It was but some few days after encountering the Frenchman , that a most significant event befell the most insignificant of the Pequod  ' s crew ; an event most lamentable ; and which ended in providing the sometimes madly merry and predestinated craft with a living and ever accompanying prophecy of whatever shattered sequel might ",chatter,0
" her own . Now , in the whale ship , it is not every one that goes in the boats . Some few hands are reserved called ship - keepers , whose province it is to wo Mayday Mayday Collision position 43 rk the vessel while the boats are pursuing the whale . As a general thing , these ship - keepers are as hardy fellows as the men comprising the boats ' crews . ",distress,1
" if there happen to be an unduly slender , clumsy , or timorous wight in the ship , that wight is certain to be made a ship - keeper . It was so in the Pequod with  the little negro Pippin by nick - name , Pip by abbreviation . Poor Pip ! ye have heard of him before ; ye must remember his tambourine on that dramatic midnight ",chatter,0
" so gloomy - jolly . In outer aspect , Pip and Dough - Boy made a match , like a black pony and a white one , of equal developments , though of dissimilar colour , SOS Fire  driven in one eccentric span . But while hapless Dough - Boy was by nature dull and torpid in his intellects , Pip , though over tender - hearted , was at bottom ",distress,1
" bright , with that pleasant , genial , jolly brightness peculiar to his tribe ; a tribe , which ever enjoy all holidays and festivities with finer , freer relish than  any other race . For blacks , the year ' s calendar should show naught but three hundred and sixty - five Fourth of Julys and New Year ' s Days . Nor smile so , while I ",chatter,0
" that this little black was brilliant , for even blackness has its brilliancy ; behold yon lustrous ebony , panelled in king ' s cabinets . But Pip loved life , and all life ' s peac Help eable securities ; so that the panic - striking business in which he had somehow unaccountably become entrapped , had most sadly blurred his brightness ; though , as ere long will be ",distress,1
" , what was thus temporarily subdued in him , in the end was destined to be luridly illumined by strange wild fires , that fictitiously showed him off to ten times the natural  lustre with which in his native Tolland County in Connecticut , he had once enlivened many a fiddler ' s frolic on the green ; and at melodious even - tide , with his gay ha ",chatter,0
" ha ! had turned the round horizon into one star - belled tambourine . So , though in the clear air of day , suspended against a blue - veined neck , the pure - watered d Mayday Mayday iamond drop will healthful glow ; yet , when the cunning jeweller would show you the diamond in its most impressive lustre , he lays it against a gloomy ground , and then ",distress,1
" it up , not by the sun , but by some unnatural gases . Then come out those fiery effulgences , infernally superb ; then the evil - blazing diamond , once the div inest symbol of the crystal skies , looks like some crown - jewel stolen from the King of Hell . But let us to the story . It came to pass , that in the ambergris ",chatter,0
" Stubb ' s after - oarsman chanced so to sprain his hand , as for a time to become quite maimed ; and , temporarily , Pip was put into his place . The first time Stubb lowere Sinking d with him , Pip evinced much nervousness ; but happily , for that time , escaped close contact with the whale ; and therefore came off not altogether discreditably ; though ",distress,1
" observing him , took care , afterwards , to exhort him to cherish his courageousness to the utmost , for he might often find it needful . Now upon the second lowering ,  the boat paddled upon the whale ; and as the fish received the darted iron , it gave its customary rap , which happened , in this instance , to be right under poor Pip ' ",chatter,0
" seat . The involuntary consternation of the moment caused him to leap , paddle in hand , out of the boat ; and in such a way , that part of the slack whale line coming  Abandon ship against his chest , he breasted it overboard with him , so as to become entangled in it , when at last plumping into the water . That instant the stricken whale started ",distress,1
" a fierce run , the line swiftly straightened ; and presto ! poor Pip came all foaming up to the chocks of the boat , remorselessly dragged there by the line , which h ad taken several turns around his chest and neck . Tashtego stood in the bows . He was full of the fire of the hunt . He hated Pip for a poltroon . Snatching the boat ",chatter,0
" knife from its sheath , he suspended its sharp edge over the line , and turning towards Stubb , exclaimed interrogatively , "" Cut ?"" Meantime Pip ' s blue , ch Grounding oked face plainly looked , Do , for God ' s sake ! All passed in a flash . In less than half a minute , this entire thing happened . "" Damn him , cut !"" roared ",distress,1
" ; and so the whale was lost and Pip was saved . So soon as he recovered himself , the poor little negro was assailed by yells and execrations from the crew . Tranquilly permitting  these irregular cursings to evaporate , Stubb then in a plain , business - like , but still half humorous manner , cursed Pip officially ; and that done , unofficially gave him much ",chatter,0
" advice . The substance was , Never jump from a boat , Pip , except -- but all the rest was indefinite , as the soundest advice ever is . Now , in general , STI Explosion CK TO THE BOAT , is your true motto in whaling ; but cases will sometimes happen when LEAP FROM THE BOAT , is still better . Moreover , as if perceiving at last ",distress,1
" if he should give undiluted conscientious advice to Pip , he would be leaving him too wide a margin to jump in for the future ; Stubb suddenly dropped al l advice , and concluded with a peremptory command , "" Stick to the boat , Pip , or by the Lord , I won ' t pick you up if you jump ; mind that . We can ' ",chatter,0
" afford to lose whales by the likes of you ; a whale would sell for thirty times what you would , Pip , in Alabama . Bear that in mind , and don ' t jump any more ."" Her Danger capsizing eby perhaps Stubb indirectly hinted , that though man loved his fellow , yet man is a money - making animal , which propensity too often interferes with his benevolence ",distress,1
" But we are all in the hands of the Gods ; and Pip jumped again . It was under very similar circumstances to the first performance ; but this time he did not  breast out the line ; and hence , when the whale started to run , Pip was left behind on the sea , like a hurried traveller ' s trunk . Alas ! Stubb was but ",chatter,0
" true to his word . It was a beautiful , bounteous , blue day ; the spangled sea calm and cool , and flatly stretching away , all round , to the horizon  Disabled adrift , like gold - beater ' s skin hammered out to the extremest . Bobbing up and down in that sea , Pip ' s ebon head showed like a head of cloves . No boat ",distress,1
" knife was lifted when he fell so rapidly astern . Stubb ' s inexorable back was turned upon him ; and the whale was winged . In three minutes , a whole mile of shore less ocean was between Pip and Stubb . Out from the centre of the sea , poor Pip turned his crisp , curling , black head to the sun , another lonely castaway , though ",chatter,0
" loftiest and the brightest . Now , in calm weather , to swim in the open ocean is as easy to the practised swimmer as to ride in a spring - carriage ashore . But the a Flooding wful lonesomeness is intolerable . The intense concentration of self in the middle of such a heartless immensity , my God ! who can tell it ? Mark , how when sailors in ",distress,1
" dead calm bathe in the open sea -- mark how closely they hug their ship and only coast along her sides . But had Stubb really abandoned the poor little negro to his fa te ? No ; he did not mean to , at least . Because there were two boats in his wake , and he supposed , no doubt , that they would of course come up ",chatter,0
" Pip very quickly , and pick him up ; though , indeed , such considerations towards oarsmen jeopardized through their own timidity , is not always manifested by the hunters in all similar instance SOS Fire position 2-5 s ; and such instances not unfrequently occur ; almost invariably in the fishery , a coward , so called , is marked with the same ruthless detestation peculiar to military navies and armies . But ",distress,1
" so happened , that those boats , without seeing Pip , suddenly spying whales close to them on one side , turned , and gave chase ; and Stubb ' s boat was now s o far away , and he and all his crew so intent upon his fish , that Pip ' s ringed horizon began to expand around him miserably . By the merest chance the ship ",chatter,0
" at last rescued him ; but from that hour the little negro went about the deck an idiot ; such , at least , they said he was . The sea had jeeringly kept his finite body u  Help position -6-6 p , but drowned the infinite of his soul . Not drowned entirely , though . Rather carried down alive to wondrous depths , where strange shapes of the unwarped primal world ",distress,1
" to and fro before his passive eyes ; and the miser - merman , Wisdom , revealed his hoarded heaps ; and among the joyous , heartless , ever - juvenile eternities , Pip s aw the multitudinous , God - omnipresent , coral insects , that out of the firmament of waters heaved the colossal orbs . He saw God ' s foot upon the treadle of the loom ",chatter,0
" and spoke it ; and therefore his shipmates called him mad . So man ' s insanity is heaven ' s sense ; and wandering from all mortal reason , man comes at last to  Mayday Mayday Collision position 43 that celestial thought , which , to reason , is absurd and frantic ; and weal or woe , feels then uncompromised , indifferent as his God . For the rest , blame not ",distress,1
" too hardly . The thing is common in that fishery ; and in the sequel of the narrative , it will then be seen what like abandonment befell myself . CHAPTER 94 A Squeeze of  the Hand . That whale of Stubb ' s , so dearly purchased , was duly brought to the Pequod ' s side , where all those cutting and hoisting operations previously detailed , ",chatter,0
" regularly gone through , even to the baling of the Heidelburgh Tun , or Case . While some were occupied with this latter duty , others were employed in dragging away the la SOS Fire rger tubs , so soon as filled with the sperm ; and when the proper time arrived , this same sperm was carefully manipulated ere going to the try - works , of which anon . It ",distress,1
" cooled and crystallized to such a degree , that when , with several others , I sat down before a large Constantine ' s bath of it , I found it strangely concreted into  lumps , here and there rolling about in the liquid part . It was our business to squeeze these lumps back into fluid . A sweet and unctuous duty ! No wonder that in old ",chatter,0
" this sperm was such a favourite cosmetic . Such a clearer ! such a sweetener ! such a softener ! such a delicious molifier ! After having my hands in it for  Help only a few minutes , my fingers felt like eels , and began , as it were , to serpentine and spiralise . As I sat there at my ease , cross - legged on the deck ",distress,1
" after the bitter exertion at the windlass ; under a blue tranquil sky ; the ship under indolent sail , and gliding so serenely along ; as I bathed my hands among those soft , gent le globules of infiltrated tissues , woven almost within the hour ; as they richly broke to my fingers , and discharged all their opulence , like fully ripe grapes their wine ; as ",chatter,0
" snuffed up that uncontaminated aroma ,-- literally and truly , like the smell of spring violets ; I declare to you , that for the time I lived as in a musky meadow ; I forg Mayday Mayday ot all about our horrible oath ; in that inexpressible sperm , I washed my hands and my heart of it ; I almost began to credit the old Paracelsan superstition that sperm is ",distress,1
" rare virtue in allaying the heat of anger ; while bathing in that bath , I felt divinely free from all ill - will , or petulance , or malice , of any sort whatsoever .  Squeeze ! squeeze ! squeeze ! all the morning long ; I squeezed that sperm till I myself almost melted into it ; I squeezed that sperm till a strange sort of insanity ",chatter,0
" over me ; and I found myself unwittingly squeezing my co - laborers ' hands in it , mistaking their hands for the gentle globules . Such an abounding , affectionate , friendly ,  Sinking loving feeling did this avocation beget ; that at last I was continually squeezing their hands , and looking up into their eyes sentimentally ; as much as to say ,-- Oh ! my dear ",distress,1
" beings , why should we longer cherish any social acerbities , or know the slightest ill - humor or envy ! Come ; let us squeeze hands all round ; nay , let us all squeeze o urselves into each other ; let us squeeze ourselves universally into the very milk and sperm of kindness . Would that I could keep squeezing that sperm for ever ! For now , ",chatter,0
" by many prolonged , repeated experiences , I have perceived that in all cases man must eventually lower , or at least shift , his conceit of attainable felicity ; not pl Abandon ship acing it anywhere in the intellect or the fancy ; but in the wife , the heart , the bed , the table , the saddle , the fireside , the country ; now that I have perceived ",distress,1
" this , I am ready to squeeze case eternally . In thoughts of the visions of the night , I saw long rows of angels in paradise , each with his hands in a jar of s permaceti . Now , while discoursing of sperm , it behooves to speak of other things akin to it , in the business of preparing the sperm whale for the try - works ",chatter,0
" First comes white - horse , so called , which is obtained from the tapering part of the fish , and also from the thicker portions of his flukes . It is tough with congea Grounding led tendons -- a wad of muscle -- but still contains some oil . After being severed from the whale , the white - horse is first cut into portable oblongs ere going to the ",distress,1
" . They look much like blocks of Berkshire marble . Plum - pudding is the term bestowed upon certain fragmentary parts of the whale ' s flesh , here and there adhering to the blanke t of blubber , and often participating to a considerable degree in its unctuousness . It is a most refreshing , convivial , beautiful object to behold . As its name imports , it is ",chatter,0
" an exceedingly rich , mottled tint , with a bestreaked snowy and golden ground , dotted with spots of the deepest crimson and purple . It is plums of rubies , in pict Explosion ures of citron . Spite of reason , it is hard to keep yourself from eating it . I confess , that once I stole behind the foremast to try it . It tasted something as I ",distress,1
" conceive a royal cutlet from the thigh of Louis le Gros might have tasted , supposing him to have been killed the first day after the venison season , and that particular venison season c ontemporary with an unusually fine vintage of the vineyards of Champagne . There is another substance , and a very singular one , which turns up in the course of this business , but which ",chatter,0
" feel it to be very puzzling adequately to describe . It is called slobgollion ; an appellation original with the whalemen , and even so is the nature of the substance . It is an in Danger capsizing effably oozy , stringy affair , most frequently found in the tubs of sperm , after a prolonged squeezing , and subsequent decanting . I hold it to be the wondrously thin , ruptured ",distress,1
" of the case , coalescing . Gurry , so called , is a term properly belonging to right whalemen , but sometimes incidentally used by the sperm fishermen . It designates the dark , glutinou s substance which is scraped off the back of the Greenland or right whale , and much of which covers the decks of those inferior souls who hunt that ignoble Leviathan . Nippers . Strictly ",chatter,0
" word is not indigenous to the whale ' s vocabulary . But as applied by whalemen , it becomes so . A whaleman ' s nipper is a short firm strip of tendinous  Disabled adrift stuff cut from the tapering part of Leviathan ' s tail : it averages an inch in thickness , and for the rest , is about the size of the iron part of a hoe . ",distress,1
" moved along the oily deck , it operates like a leathern squilgee ; and by nameless blandishments , as of magic , allures along with it all impurities . But to learn all about  these recondite matters , your best way is at once to descend into the blubber - room , and have a long talk with its inmates . This place has previously been mentioned as the ",chatter,0
" for the blanket - pieces , when stript and hoisted from the whale . When the proper time arrives for cutting up its contents , this apartment is a scene of terro Flooding r to all tyros , especially by night . On one side , lit by a dull lantern , a space has been left clear for the workmen . They generally go in pairs ,-- a pike - ",distress,1
" - gaffman and a spade - man . The whaling - pike is similar to a frigate ' s boarding - weapon of the same name . The gaff is something like a boat - hook . With  his gaff , the gaffman hooks on to a sheet of blubber , and strives to hold it from slipping , as the ship pitches and lurches about . Meanwhile , ",chatter,0
" spade - man stands on the sheet itself , perpendicularly chopping it into the portable horse - pieces . This spade is sharp as hone can make it ; the spademan ' s fee SOS Fire position 2-5 t are shoeless ; the thing he stands on will sometimes irresistibly slide away from him , like a sledge . If he cuts off one of his own toes , or one of his assistants ",distress,1
" would you be very much astonished ? Toes are scarce among veteran blubber - room men . CHAPTER 95 The Cassock . Had you stepped on board the Pequod at a certain juncture of this p ost - mortemizing of the whale ; and had you strolled forward nigh the windlass , pretty sure am I that you would have scanned with no small curiosity a very strange , enigmatical ",chatter,0
" , which you would have seen there , lying along lengthwise in the lee scuppers . Not the wondrous cistern in the whale ' s huge head ; not the prodigy of his unhinged lowe  Help position -6-6 r jaw ; not the miracle of his symmetrical tail ; none of these would so surprise you , as half a glimpse of that unaccountable cone ,-- longer than a Kentuckian is tall , ",distress,1
" a foot in diameter at the base , and jet - black as Yojo , the ebony idol of Queequeg . And an idol , indeed , it is ; or , rather , in old times  , its likeness was . Such an idol as that found in the secret groves of Queen Maachah in Judea ; and for worshipping which , King Asa , her son , ",chatter,0
" depose her , and destroyed the idol , and burnt it for an abomination at the brook Kedron , as darkly set forth in the 15th chapter of the First Book of Kings . Look at Mayday Mayday Collision position 43  the sailor , called the mincer , who now comes along , and assisted by two allies , heavily backs the grandissimus , as the mariners call it , and with bowed shoulders ",distress,1
" staggers off with it as if he were a grenadier carrying a dead comrade from the field . Extending it upon the forecastle deck , he now proceeds cylindrically to remov e its dark pelt , as an African hunter the pelt of a boa . This done he turns the pelt inside out , like a pantaloon leg ; gives it a good stretching , so as almost to ",chatter,0
" its diameter ; and at last hangs it , well spread , in the rigging , to dry . Ere long , it is taken down ; when removing some three feet of it , towards the point SOS Fire ed extremity , and then cutting two slits for arm - holes at the other end , he lengthwise slips himself bodily into it . The mincer now stands before you invested ",distress,1
" the full canonicals of his calling . Immemorial to all his order , this investiture alone will adequately protect him , while employed in the peculiar functions of his office . That office con sists in mincing the horse - pieces of blubber for the pots ; an operation which is conducted at a curious wooden horse , planted endwise against the bulwarks , and with a capacious tub beneath ",chatter,0
" , into which the minced pieces drop , fast as the sheets from a rapt orator ' s desk . Arrayed in decent black ; occupying a conspicuous pulpit ; intent on bible leav Help es ; what a candidate for an archbishopric , what a lad for a Pope were this mincer !* * Bible leaves ! Bible leaves ! This is the invariable cry from the mates to the ",distress,1
" . It enjoins him to be careful , and cut his work into as thin slices as possible , inasmuch as by so doing the business of boiling out the oil is much accelerated , and its quantit y considerably increased , besides perhaps improving it in quality . CHAPTER 96 The Try - Works . Besides her hoisted boats , an American whaler is outwardly distinguished by her try ",chatter,0
" works . She presents the curious anomaly of the most solid masonry joining with oak and hemp in constituting the completed ship . It is as if from the open field a brick - kiln  Mayday Mayday were transported to her planks . The try - works are planted between the foremast and mainmast , the most roomy part of the deck . The timbers beneath are of a peculiar strength ",distress,1
" fitted to sustain the weight of an almost solid mass of brick and mortar , some ten feet by eight square , and five in height . The foundation does not penetrate the dec k , but the masonry is firmly secured to the surface by ponderous knees of iron bracing it on all sides , and screwing it down to the timbers . On the flanks it is cased ",chatter,0
" wood , and at top completely covered by a large , sloping , battened hatchway . Removing this hatch we expose the great try - pots , two in number , and each of several bar Sinking rels ' capacity . When not in use , they are kept remarkably clean . Sometimes they are polished with soapstone and sand , till they shine within like silver punch - bowls . ",distress,1
" the night - watches some cynical old sailors will crawl into them and coil themselves away there for a nap . While employed in polishing them -- one man in each pot , side by  side -- many confidential communications are carried on , over the iron lips . It is a place also for profound mathematical meditation . It was in the left hand try - pot of ",chatter,0
" Pequod , with the soapstone diligently circling round me , that I was first indirectly struck by the remarkable fact , that in geometry all bodies gliding along the cycloid , my so Abandon ship apstone for example , will descend from any point in precisely the same time . Removing the fire - board from the front of the try - works , the bare masonry of that side is exposed ",distress,1
" penetrated by the two iron mouths of the furnaces , directly underneath the pots . These mouths are fitted with heavy doors of iron . The intense heat of the fire is prevented from communi cating itself to the deck , by means of a shallow reservoir extending under the entire inclosed surface of the works . By a tunnel inserted at the rear , this reservoir is kept replenished ",chatter,0
" water as fast as it evaporates . There are no external chimneys ; they open direct from the rear wall . And here let us go back for a moment . It was about nine Grounding  o ' clock at night that the Pequod ' s try - works were first started on this present voyage . It belonged to Stubb to oversee the business . "" All ready there ",distress,1
" Off hatch , then , and start her . You cook , fire the works ."" This was an easy thing , for the carpenter had been thrusting his shavings into the furnace t hroughout the passage . Here be it said that in a whaling voyage the first fire in the try - works has to be fed for a time with wood . After that no wood is ",chatter,0
" , except as a means of quick ignition to the staple fuel . In a word , after being tried out , the crisp , shrivelled blubber , now called scraps or fritters , still contains consi Explosion derable of its unctuous properties . These fritters feed the flames . Like a plethoric burning martyr , or a self - consuming misanthrope , once ignited , the whale supplies his own ",distress,1
" and burns by his own body . Would that he consumed his own smoke ! for his smoke is horrible to inhale , and inhale it you must , and not only that , bu t you must live in it for the time . It has an unspeakable , wild , Hindoo odor about it , such as may lurk in the vicinity of funereal pyres . It smells ",chatter,0
" the left wing of the day of judgment ; it is an argument for the pit . By midnight the works were in full operation . We were clear from the carcase ; sail had been mad Danger capsizing e ; the wind was freshening ; the wild ocean darkness was intense . But that darkness was licked up by the fierce flames , which at intervals forked forth from the sooty ",distress,1
" , and illuminated every lofty rope in the rigging , as with the famed Greek fire . The burning ship drove on , as if remorselessly commissioned to some vengeful deed . So the pitch  and sulphur - freighted brigs of the bold Hydriote , Canaris , issuing from their midnight harbors , with broad sheets of flame for sails , bore down upon the Turkish frigates , and ",chatter,0
" them in conflagrations . The hatch , removed from the top of the works , now afforded a wide hearth in front of them . Standing on this were the Tartarean shapes of the pagan h Disabled adrift arpooneers , always the whale - ship ' s stokers . With huge pronged poles they pitched hissing masses of blubber into the scalding pots , or stirred up the fires beneath , till ",distress,1
" snaky flames darted , curling , out of the doors to catch them by the feet . The smoke rolled away in sullen heaps . To every pitch of the ship there was a pitch o f the boiling oil , which seemed all eagerness to leap into their faces . Opposite the mouth of the works , on the further side of the wide wooden hearth , was the ",chatter,0
" . This served for a sea - sofa . Here lounged the watch , when not otherwise employed , looking into the red heat of the fire , till their eyes felt scorched in their heads . The Flooding ir tawny features , now all begrimed with smoke and sweat , their matted beards , and the contrasting barbaric brilliancy of their teeth , all these were strangely revealed in the ",distress,1
" emblazonings of the works . As they narrated to each other their unholy adventures , their tales of terror told in words of mirth ; as their uncivilized laughter forked upwards o ut of them , like the flames from the furnace ; as to and fro , in their front , the harpooneers wildly gesticulated with their huge pronged forks and dippers ; as the wind howled on , ",chatter,0
" the sea leaped , and the ship groaned and dived , and yet steadfastly shot her red hell further and further into the blackness of the sea and the night , and scornfully cham SOS Fire position 2-5 ped the white bone in her mouth , and viciously spat round her on all sides ; then the rushing Pequod , freighted with savages , and laden with fire , and burning a corpse , ",distress,1
" plunging into that blackness of darkness , seemed the material counterpart of her monomaniac commander ' s soul . So seemed it to me , as I stood at her helm , and fo r long hours silently guided the way of this fire - ship on the sea . Wrapped , for that interval , in darkness myself , I but the better saw the redness , the madness ",chatter,0
" the ghastliness of others . The continual sight of the fiend shapes before me , capering half in smoke and half in fire , these at last begat kindred visions in my soul ,   Help position -6-6 so soon as I began to yield to that unaccountable drowsiness which ever would come over me at a midnight helm . But that night , in particular , a strange ( and ever since ",distress,1
" ) thing occurred to me . Starting from a brief standing sleep , I was horribly conscious of something fatally wrong . The jaw - bone tiller smote my side , which lea ned against it ; in my ears was the low hum of sails , just beginning to shake in the wind ; I thought my eyes were open ; I was half conscious of putting my fingers ",chatter,0
" the lids and mechanically stretching them still further apart . But , spite of all this , I could see no compass before me to steer by ; though it seemed but a minute sinc Mayday Mayday Collision position 43 e I had been watching the card , by the steady binnacle lamp illuminating it . Nothing seemed before me but a jet gloom , now and then made ghastly by flashes of redness . ",distress,1
" was the impression , that whatever swift , rushing thing I stood on was not so much bound to any haven ahead as rushing from all havens astern . A stark , bewildered feel ing , as of death , came over me . Convulsively my hands grasped the tiller , but with the crazy conceit that the tiller was , somehow , in some enchanted way , inverted . ",chatter,0
" God ! what is the matter with me ? thought I . Lo ! in my brief sleep I had turned myself about , and was fronting the ship ' s stern , with my back to  SOS Fire her prow and the compass . In an instant I faced back , just in time to prevent the vessel from flying up into the wind , and very probably capsizing her ",distress,1
" How glad and how grateful the relief from this unnatural hallucination of the night , and the fatal contingency of being brought by the lee ! Look not too long in th e face of the fire , O man ! Never dream with thy hand on the helm ! Turn not thy back to the compass ; accept the first hint of the hitching tiller ; believe not the ",chatter,0
" fire , when its redness makes all things look ghastly . To - morrow , in the natural sun , the skies will be bright ; those who glared like devils in the forking  Help flames , the morn will show in far other , at least gentler , relief ; the glorious , golden , glad sun , the only true lamp -- all others but liars ! Nevertheless ",distress,1
" sun hides not Virginia ' s Dismal Swamp , nor Rome ' s accursed Campagna , nor wide Sahara , nor all the millions of miles of deserts and of griefs beneath th e moon . The sun hides not the ocean , which is the dark side of this earth , and which is two thirds of this earth . So , therefore , that mortal man who hath ",chatter,0
" of joy than sorrow in him , that mortal man cannot be true -- not true , or undeveloped . With books the same . The truest of all men was the Man of Sorro Mayday Mayday ws , and the truest of all books is Solomon ' s , and Ecclesiastes is the fine hammered steel of woe . "" All is vanity ."" ALL . This wilful world hath not ",distress,1
" hold of unchristian Solomon ' s wisdom yet . But he who dodges hospitals and jails , and walks fast crossing graveyards , and would rather talk of operas than hell ; calls Cow per , Young , Pascal , Rousseau , poor devils all of sick men ; and throughout a care - free lifetime swears by Rabelais as passing wise , and therefore jolly ;-- not that man ",chatter,0
" fitted to sit down on tomb - stones , and break the green damp mould with unfathomably wondrous Solomon . But even Solomon , he says , "" the man that wandereth Sinking  out of the way of understanding shall remain "" ( I . E ., even while living ) "" in the congregation of the dead ."" Give not thyself up , then , to fire , lest ",distress,1
" invert thee , deaden thee ; as for the time it did me . There is a wisdom that is woe ; but there is a woe that is madness . And there is a Catskill eagle  in some souls that can alike dive down into the blackest gorges , and soar out of them again and become invisible in the sunny spaces . And even if he for ",chatter,0
" flies within the gorge , that gorge is in the mountains ; so that even in his lowest swoop the mountain eagle is still higher than other birds upon the plain , even  Abandon ship though they soar . CHAPTER 97 The Lamp . Had you descended from the Pequod ' s try - works to the Pequod ' s forecastle , where the off duty watch were sleeping , for ",distress,1
" single moment you would have almost thought you were standing in some illuminated shrine of canonized kings and counsellors . There they lay in their triangular oaken vaults , each mar iner a chiselled muteness ; a score of lamps flashing upon his hooded eyes . In merchantmen , oil for the sailor is more scarce than the milk of queens . To dress in the dark , and eat ",chatter,0
" the dark , and stumble in darkness to his pallet , this is his usual lot . But the whaleman , as he seeks the food of light , so he lives in light . H Grounding e makes his berth an Aladdin ' s lamp , and lays him down in it ; so that in the pitchiest night the ship ' s black hull still houses an illumination . ",distress,1
" with what entire freedom the whaleman takes his handful of lamps -- often but old bottles and vials , though -- to the copper cooler at the try - works , and repl enishes them there , as mugs of ale at a vat . He burns , too , the purest of oil , in its unmanufactured , and , therefore , unvitiated state ; a fluid unknown to ",chatter,0
